ObjectNumber,Likes
RP-P-OB-87.448,5
BI-B-FM-032-2,5
RP-P-1952-403,5
RP-P-1890-A-16017,5
RP-P-1896-A-19368-466,5
RP-P-BI-5256,5
RP-T-00-1232,5
RP-P-1964-487,5
RP-F-F01001-X,5
RP-P-2009-2052,5
BK-NM-11757-C,5
RP-T-1957-226,5
RP-P-OB-5454,5
NG-2011-29-9,5
NG-2011-31-33,5
RP-T-1955-108,5
RP-P-OB-54.052,5
RP-P-OB-78.784-14,5
BK-NM-13302,5
RP-T-1968-355-68,5
RP-P-AO-17-16,5
RP-P-OB-6154,5
RP-P-1885-A-9384,5
RP-P-1999-24,5
RP-P-OB-204.516,5
RP-P-1905-5713,5
BK-NM-14205,5
NG-1987-8-11,5
RP-P-OB-85.082,5
RP-P-1910-2680,5
RP-F-2009-276-19,5
NG-2011-30-33,5
NG-1973-9D-34,5
RP-F-F00835-S,5
BK-1983-96-F,5
BK-NM-12567,5
RP-F-F01087-P,5
SK-A-4405,5
RP-P-1918-1313,5
RP-F-F01048-AX,5
RP-P-OB-62.204,5
RP-P-1991-38-19,5
NG-NM-13028,5
RP-P-1910-4006,5
RP-P-1964-4296,5
RP-P-OB-201.008,5
RP-P-1964-2342,5
RP-P-1904-3463,5
BK-1987-9,5
RP-P-OB-24.113,5
RP-F-1997-31-10,5
RP-T-1940-623,5
RP-P-OB-35.752,5
RP-F-2001-7-876A-30,5
RP-P-1904-1009,5
RP-P-OB-7355,5
RP-T-2015-23-2,5
RP-P-1904-3262,5
RP-T-1990-37,5
RP-P-1907-3834,5
BK-KOG-2054,5
RP-P-1957-507,5
RP-P-1889-A-14306,5
RP-P-2009-51-16,5
RP-P-OB-103.515,5
RP-P-1952-497,5
RP-F-F10829,5
RP-P-OB-106.171,5
RP-P-2015-26-1327,5
RP-T-2019-86,5
RP-T-1921-386,5
RP-P-1889-A-15053,5
RP-P-1936-407,5
RP-F-2007-191-90,5
RP-T-00-2107,5
BK-KOG-1280-11-B,5
RP-T-1944-160,5
RP-P-OB-39.478,5
RP-P-OB-51.799,5
BK-14711-A,5
BK-1993-5-B,5
RP-T-1958-32,5
BK-NM-9279,5
NG-KOG-1494-1,5
RP-T-00-631,5
RP-P-OB-51.512,5
RP-P-1907-2918,5
NG-402-N,5
RP-P-1957-24,5
RP-T-2013-34-8,5
RP-T-2014-18-39,5
RP-T-BR-2017-1-3-82,5
RP-P-OB-70.306,5
RP-T-1924-69-67,5
RP-T-1949-439(R),5
RP-F-00-916,5
RP-F-2000-11-103,5
RP-T-1914-17-50,5
RP-T-1914-17-62,5
RP-F-F25485-C,5
RP-F-2013-137,5
RP-P-OB-80.981,5
RP-P-OB-23.167,5
RP-P-1911-3614,5
RP-P-OB-80.925,5
RP-P-OB-52.302,5
RP-P-OB-50.254,5
RP-P-OB-80.510,5
RP-P-OB-201.510,5
RP-P-1952-172,5
RP-P-1894-A-18359,5
RP-P-1934-428,5
RP-P-1878-A-1192,5
RP-P-1889-A-14846,5
RP-T-1969-247,5
RP-P-OB-6052,5
RP-P-OB-62.189,5
RP-P-OB-34.321,5
RP-P-1909-6184,5
RP-P-1885-A-9103,5
RP-P-OB-20.549,5
RP-T-1954-53,5
RP-F-F15863-G,5
RP-T-1950-564,5
RP-P-1896-A-19368-1496,5
RP-P-OB-20.553,5
RP-F-F00794-AF,5
NG-2001-15-C-18,5
RP-P-OB-39.356,5
RP-P-OB-115.124X,5
RP-P-1906-2093,5
RP-P-OB-39.541,5
RP-P-2004-1056,5
RP-P-OB-53.675,5
RP-P-OB-34.776,5
RP-T-1954-149(R),5
RP-P-OB-45.296,5
RP-T-1982-121,5
RP-F-2012-96-280,5
NG-2011-18-30-90,5
RP-P-1879-A-3598A,5
RP-P-2009-3346,5
RP-P-2009-3309,5
RP-P-1966-396,5
RP-P-1948-595,5
RP-P-OB-39.498,5
RP-P-1907-3884,5
RP-P-OB-59.614,5
RP-F-F00883-21,5
RP-P-H-G-158-3,5
RP-P-1879-A-3003,5
SK-A-4341,5
RP-P-OB-16.377,5
RP-P-1991-120,5
BK-NM-12570,5
RP-P-2009-1523,5
RP-P-1888-A-13934,5
RP-P-2014-57-45-2,5
RP-P-OB-5315,5
BK-BR-J-59,5
RP-T-1960-618,5
RP-T-1960-346,5
BI-1897-970-53,5
RP-F-F01212-32-3,5
RP-P-1896-A-19368-1313,5
RP-P-OB-206.364,5
RP-P-OB-39.506,5
RP-P-1886-A-11225,5
RP-F-F18829,5
RP-P-OB-55.547,5
BK-1993-6-A,5
RP-P-BI-5260,5
RP-P-1950-550,5
RP-P-OB-11.892,5
RP-P-2004-252,5
RP-P-OB-11.891,5
RP-P-H-H-98,5
RP-P-OB-39.370,5
RP-P-2009-1923-17,5
RP-P-OB-39.302,5
RP-P-2009-1922-11,5
RP-P-OB-79.207,5
RP-P-2009-1921-22,5
RP-P-1931-200,5
RP-P-OB-201.453,5
RP-P-1916-476,5
RP-P-1954-376,5
RP-P-OB-39.345,5
RP-P-1907-4710,5
RP-P-OB-39.445,5
RP-P-OB-15.490(R),5
RP-P-OB-39.544,5
NG-2011-29-34-1,5
RP-P-1907-4702,5
RP-P-1905-2588,5
AK-MAK-901,5
RP-T-2010-43-193,5
RP-P-OB-62.284,5
RP-P-OB-9849,5
RP-P-OB-3077,5
RP-T-BR-2017-1-8-19,5
RP-T-1929-13,5
RP-P-OB-201.001,5
RP-F-F25213-S,5
RP-P-2009-3429,5
RP-P-OB-55.445,5
RP-P-OB-73.964,5
RP-P-1907-4092,5
RP-P-OB-84.722,5
RP-P-OB-64.558,5
RP-P-OB-47.251,5
NG-880-29,5
RP-P-2009-3158,5
RP-P-2011-107-1B,5
RP-P-AO-26-21-1,5
RP-P-AO-13-51-2,5
RP-P-1907-3831,5
RP-F-AA3381,5
RP-P-2009-1922-32,5
RP-F-2001-7-1576-3,5
RP-P-OB-62.149,5
NG-2009-124-32-4,5
NG-2009-124-17-1,5
BK-NM-12291,5
RP-P-OB-2982X,5
RP-P-2016-8-102,5
NG-2013-22-30,5
RP-F-2019-242-17-1,5
RP-P-1898-A-20554,5
RP-P-1906-3086,5
RP-P-2017-2451-3,5
RP-P-2016-8-110,5
RP-P-2018-2028,5
RP-T-1884-A-412(R),5
RP-P-1907-1933,5
RP-P-1966-194,5
RP-P-2009-1924-44,5
RP-P-OB-64.423,5
BK-NM-12293,5
RP-P-BI-7486X,5
RP-P-OB-64.168,5
RP-P-1935-372,5
RP-P-2009-1922-2,5
RP-P-2009-1926-13,5
RP-T-2011-90-21,5
RP-P-1999-257-14,5
RP-T-1898-A-3953,5
RP-F-00-25,5
RP-P-2004-580,5
RP-F-F01127-BN,5
RP-T-BR-110-D,5
RP-F-2011-75-60,5
RP-P-OB-79.535,5
RP-F-2012-118-17,5
RP-T-00-3208,5
RP-T-1993-144,5
RP-P-OB-77.012,5
BI-B-FM-118-12,5
BK-NM-472,5
RP-P-OB-25.223A,5
RP-P-1883-A-6996,5
RP-P-OB-8398,5
RP-P-2009-1987,5
RP-T-1992-93-5(V),5
RP-P-1879-A-3059,5
RP-P-1981-255,5
NG-1988-30-D-28-1,5
RP-P-1908-2151,5
RP-T-1927-84,5
RP-P-1903-A-24106,5
RP-P-1957-605,5
RP-P-1914-5006,5
RP-P-OB-86.384,5
SK-A-557,5
RP-P-OB-12.466,5
RP-P-1935-1416,5
NG-1976-34-I-3,5
RP-P-1911-3993,5
RP-P-OB-17.665,5
NG-2009-141-4,5
RP-F-1995-205,5
RP-P-1970-323,5
RP-F-F00695-AA,5
RP-P-OB-51.744,5
SK-A-5100,5
NG-1990-8-1-15,5
RP-P-OB-32.285,5
RP-P-1878-A-1007,5
RP-P-2015-26-1597,5
RP-P-2005-596-16,5
RP-P-2005-595-9,5
RP-P-OB-4820,5
RP-P-1980-14,5
RP-P-1889-A-14951,5
NG-1997-10-1,5
AK-NM-13376,5
RP-T-1926-208,5
RP-P-1885-A-9760,5
RP-P-1944-1873,5
BK-D-1973-777,5
RP-P-2011-5-117,5
NG-1988-30-D-29-1,5
RP-P-1976-203,5
RP-P-OB-31.426,5
RP-P-1903-A-23530,5
BK-NM-272,5
RP-P-OB-19.866,5
RP-P-OB-68.141,5
RP-T-2009-189,5
RP-P-BI-1533,5
RP-P-1878-A-2091,5
RP-P-OB-200.005,5
BK-1973-455,5
NG-1981-8-57,5
RP-P-OB-200.808,5
RP-P-OB-5879,5
RP-P-1928-74,5
RP-T-2015-41-1452,5
RP-P-BI-2055,5
RP-P-1938-1682,5
RP-P-1952-391,5
RP-F-00-90,5
RP-P-AO-10-88-11,5
RP-T-00-1601,5
RP-F-2016-47-95,5
AK-MAK-1332,5
RP-P-2009-1082,5
BK-NM-8027,5
AK-MAK-1510,5
RP-P-1896-A-19368-1012,5
RP-P-BI-1563,5
RP-P-OB-38.955,5
RP-F-2011-70-18,5
RP-F-2004-86-26,5
RP-T-1944-106,5
RP-F-F02554-A,5
NG-NM-4161,5
RP-P-H-H-716,5
RP-P-1909-1244,5
BK-1978-812,5
RP-P-1885-A-9758,5
RP-P-1907-3903,5
RP-P-OB-52.644,5
RP-P-AO-10-49C-B-1,5
BK-1955-197-A,5
RP-T-1935-103-25(V),5
SK-A-2307,5
RP-F-00-1801,5
RP-P-OB-20.525,5
RP-P-1888-A-12730,5
RP-P-OB-66.566,5
RP-F-00-6000,5
RP-P-1985-58,5
RP-P-1911-3342,5
RP-P-OB-55.130,5
RP-P-1935-758,5
RP-P-OB-12.388,5
RP-F-2000-11-280,5
NG-C-1998-14,5
RP-P-AO-1925-719B,5
RP-P-OB-59.069,5
RP-P-1985-262,5
RP-P-1893-A-18043,5
RP-P-OB-15.873,5
RP-P-OB-27.202,5
RP-P-OB-34.737,5
RP-T-1996-8-27(V),5
RP-P-1982-1085,5
RP-P-2014-57-20-2,5
NG-NM-3538,5
BK-1955-286-E,5
RP-P-1975-79,5
RP-P-2008-564-A,5
RP-P-1950-845-193,5
BK-1983-17,5
BK-1984-96-A,5
RP-P-OB-45.571,5
RP-P-OB-73.347,5
BK-BR-589-I,5
RP-F-2007-414,5
NG-2011-29-33-2,5
RP-F-F19806,5
RP-P-1896-A-19368-509,5
RP-P-1904-812,5
BK-1973-18,5
RP-P-OB-88.671,5
RP-P-1921-1293,5
RP-P-OB-203.649,5
RP-P-1908-4309,5
NG-2011-18-38-45,5
NG-2008-29-95,5
RP-T-1892-A-2619,5
RP-P-OB-15.943,5
RP-P-AO-26-26-1,5
RP-P-OB-83.996,5
RP-P-OB-103.772,5
NG-1979-564-23,5
RP-T-1904-56,5
RP-F-2012-96-47,5
RP-P-1896-A-19368-1418,5
BK-1998-27,5
RP-P-OB-42.138,5
RP-P-1982-271,5
RP-T-1901-A-4517,5
RP-P-OB-207.519,5
RP-F-F14721-C,5
RP-P-AO-20-60,5
RP-F-F25213-AK,5
RP-F-2000-11-161,5
RP-P-1921-440,5
RP-P-OB-80.449,5
RP-P-OB-13.727,5
RP-T-00-491-49,5
RP-P-2011-65-26,5
RP-P-OB-81.676,5
BI-1946-264-23,5
RP-P-OB-73.941,5
RP-P-OB-83.133-50,5
BK-KOG-1280-16-B,5
RP-P-BI-6963,5
RP-P-OB-44.137,5
RP-P-OB-69.636,5
RP-F-F02765,5
RP-D-00-466,5
RP-T-00-352,5
BK-1978-45-E,5
RP-F-00-1634,5
SK-A-426,5
BI-B-FM-137-9,5
RP-P-AO-26-3-1,5
NG-MC-832,5
RP-P-2012-9,5
RP-T-1939-45,5
RP-P-OB-67.473,5
RP-F-00-5365,5
RP-P-1946-62,5
RP-F-F80187,5
RP-T-1889-A-2041,5
RP-P-1987-185,5
RP-P-BI-5070,5
RP-P-1889-A-14871,5
RP-P-OB-27.326,5
RP-P-1958-466,5
RP-P-1961-1100,5
BI-1967-1160B-10,5
RP-P-OB-7727,5
RP-P-OB-86.079,5
RP-P-OB-80.196,5
RP-P-1950-373,5
RP-P-1969-64,5
RP-P-OB-52.008,5
RP-P-1964-3763,5
RP-P-OB-2883,5
NG-1984-9,5
RP-P-OB-78.189,5
RP-T-1993-194,5
RP-P-OB-88.109,5
RP-T-1888-A-1681X,5
RP-P-1911-3677,5
RP-P-OB-87.181,5
BK-NM-10754-337,5
BK-NM-10754-339,5
NG-NM-11422,5
RP-P-OB-69.866,5
RP-P-2017-6144,5
RP-P-OB-41.806,5
RP-P-1909-4362,5
RP-P-AO-2-46,5
RP-F-2000-11-41,5
RP-P-AO-10-35A-1,5
RP-P-1986-357,5
AK-RAK-2009-3-100,5
RP-P-BI-1799,5
RP-P-1911-3676,5
RP-P-OB-21.272,5
BK-1994-12,5
BK-1977-262,5
RP-P-OB-15.091,5
RP-P-OB-23.515(V),5
BK-NM-12006-8,5
RP-P-H-OB-12.265,5
RP-P-1899-A-21751,5
RP-P-1880-A-3883,5
RP-F-AB12280-T,5
RP-P-1988-312-322,5
RP-P-1998-376,5
RP-F-F03654,5
RP-P-1998-372,5
RP-P-2017-4148,5
RP-P-OB-24.427,5
RP-P-2010-221-3180,5
NG-2006-49-13,5
BK-NM-12006-15-C,5
NG-2009-93-11-4,5
RP-P-OB-79.980,5
RP-F-2016-139-35,5
RP-P-AO-29-14-2,5
RP-P-AO-29-14-3,5
RP-P-OB-11.898,5
RP-F-1995-58,5
RP-P-OB-79.994,5
RP-P-1983-42,5
RP-T-1894-A-2969,5
RP-T-1898-A-3654,5
NG-1980-37-63,5
RP-P-1880-A-4336,5
BK-1986-56-B,5
RP-P-AO-16-122-3,5
RP-P-OB-17.200,5
RP-P-OB-7977,5
RP-P-BI-6138,5
BI-B-FM-034-15,5
RP-P-OB-6118,5
BI-1897-387-C-65,5
RP-F-2011-58-59,5
RP-F-00-1929,5
RP-P-1907-3860,5
RP-P-OB-15.618,5
RP-P-1908-4419,5
RP-P-OB-61.714,5
RP-F-2001-7-1094-2,5
RP-P-OB-70.655,5
RP-P-OB-1533,5
RP-P-1970-433,5
RP-P-OB-6123,5
RP-P-OB-6112,5
RP-P-1914-5025,5
RP-P-1986-14,5
RP-P-1964-3449,5
RP-P-1909-414,5
RP-P-OB-60.822,5
RP-P-1926-334,5
RP-P-OB-1866,5
RP-P-1883-A-7501,5
RP-P-1921-13,5
RP-P-OB-88.934,5
RP-P-OB-78.785-358,5
RP-T-1963-32(R),5
RP-T-1898-A-3748,5
RP-P-OB-44.290,5
RP-P-1893-A-18022,5
RP-P-1904-1436,5
RP-F-1997-28-4,5
RP-P-1964-4337,5
RP-P-1964-4335,5
RP-F-2000-12-43,5
RP-P-2015-26-1342,5
RP-P-1932-385,5
BK-BR-J-349,5
NG-2005-30-27,5
RP-T-1892-A-2499,5
BK-1955-282-B,5
RP-T-1997-62-3(R),5
RP-P-2009-3351,5
RP-P-2014-28-4,5
NG-1987-13-45,5
RP-P-1955-461,5
RP-F-2001-7-1631-41,5
BK-1955-157-C,5
RP-F-2019-193-14,5
NG-1991-2-27,5
RP-P-1909-4862,5
RP-P-OB-7535,5
RP-P-OB-81.865,5
RP-P-1904-1871,5
RP-P-1953-305,5
RP-P-BI-1351,5
RP-T-1887-A-1253,5
RP-P-OB-80.243,5
NG-1978-107-13,5
RP-P-OB-24.556,5
RP-P-2009-3637,5
RP-F-2001-7-1187B-23,5
RP-P-1999-109,5
RP-P-OB-17.610,5
RP-T-2015-41-893,5
RP-F-F01141-G,5
RP-P-1965-755,5
RP-P-OB-11.506,5
RP-P-2009-2626,5
RP-P-OB-82.382,5
RP-T-2000-802-20(R),5
BK-1955-346,5
RP-T-1981-210,5
RP-P-OB-66.859,5
RP-P-OB-30.612,5
RP-P-OB-27.206,5
BK-NM-5616,5
RP-P-2005-597-15,5
RP-P-2005-597-27,5
RP-P-OB-52.351,5
RP-F-F17425,5
RP-P-1938-1907,5
RP-P-2015-26-1571,5
NG-2009-82-1,5
RP-F-F00835-F,5
RP-P-1907-2184,5
RP-P-OB-55.420,5
RP-P-1904-3448,5
RP-P-OB-4616,5
RP-P-1888-A-13898,5
RP-P-OB-42.177,5
RP-F-F00834-15-2,5
RP-P-2005-597-10,5
RP-P-1991-641,5
RP-F-F11075,5
RP-P-2015-17-114-1,5
RP-T-1950-286,5
RP-T-1887-A-1040,5
RP-P-OB-1919,5
RP-P-OB-81.638,5
RP-P-OB-52.700,5
RP-T-1952-20,5
RP-P-1909-2148,5
BK-NM-14367-170,5
RP-P-1958-318A,5
RP-P-OB-116.274,5
RP-P-1995-486B,5
RP-P-2016-1-1,5
RP-P-OB-65.575,5
RP-P-2016-3-4,5
RP-P-1984-165,5
RP-P-OB-46.738,5
BI-B-FM-090-65,5
RP-P-OB-5569,5
RP-P-OB-25.830,5
AK-NM-6671,5
NG-NM-10385-204,5
BK-NM-12400-28,5
RP-T-1886-A-714,5
RP-F-2007-380-39,5
RP-P-1964-2308,5
RP-P-1927-66,5
RP-T-1969-200,5
RP-P-1985-86,5
RP-P-OB-80.516,5
RP-P-OB-103.072,5
BI-1904-39-16,5
RP-P-1896-A-19368-495,5
RP-P-OB-65.205,5
RP-P-2009-1901,5
RP-F-F01017-G,5
RP-F-F05878,5
SK-A-786,5
NG-2013-22-9,5
RP-F-00-3399,5
RP-P-OB-83.036-65,5
RP-P-1906-4302,5
RP-F-F01212-7-2,5
RP-P-OB-21.667,5
RP-P-2011-83-3,5
RP-P-OB-116.275,5
BK-1985-83-A,5
RP-P-OB-6161,5
RP-T-2015-41-256,5
RP-P-1937-1802,5
RP-P-OB-8482,5
RP-P-1911-3618,5
RP-P-1896-A-19368-592,5
NG-1985-10-45,5
RP-P-1937-567,5
BK-1977-263,5
RP-F-2003-105-12,5
RP-P-1964-3259,5
RP-P-1964-536,5
RP-P-2009-4079-15,5
RP-T-1949-451,5
RP-P-1909-569,5
RP-T-1949-236(V),5
RP-P-1990-360,5
RP-P-OB-81.727,5
RP-P-2009-3413,5
RP-P-1896-A-19368-1008,5
NG-MC-838,5
RP-P-2016-345-71,5
RP-P-2018-1861,5
RP-P-2009-3069,5
RP-T-1924-6(R),5
RP-P-1964-593,5
RP-P-1951-125-3,5
RP-P-2009-3286,5
RP-P-OB-203.601,5
RP-T-1949-445,5
RP-P-1913-3490,5
RP-P-1921-2048,5
RP-P-2011-5-106-4,5
RP-P-1965-640,5
RP-P-OB-66.050,5
RP-P-OB-7508,5
RP-P-2009-1353,5
RP-P-1888-A-12696,5
RP-P-OB-15.945,5
RP-P-OB-37.437,5
RP-P-OB-62.132,5
RP-P-2009-1594,5
RP-P-1940-334,5
RP-P-1921-2036,5
RP-P-2015-6-55,5
BK-1982-112,5
RP-P-1921-1171,5
RP-P-1906-3670,5
KOG-MP-1-3200,5
NG-VG-4-86,5
RP-P-OB-6785,5
RP-P-1964-589,5
RP-P-2016-36-3-8,5
BK-1955-173-B,5
RP-T-2015-41-3389,5
RP-P-1938-706,5
BK-1955-121,5
RP-P-OB-75.107,5
RP-P-OB-102.207,5
RP-P-OB-12.088,5
BK-NM-12493,5
RP-P-OB-46.344,5
RP-P-1964-600,5
RP-P-1985-386-86,5
RP-P-1985-386-38,5
RP-P-1950-5,5
RP-P-H-241,5
RP-P-OB-42.115,5
RP-T-1924-90-35,5
RP-P-OB-40.661,5
SK-A-4526,5
RP-P-OB-33.073,5
RP-P-2008-172,5
RP-T-1988-87,5
RP-T-1979-23C(V),5
RP-P-2016-49-7-6,5
NG-2011-18-7-11,5
RP-F-2016-139-32,5
RP-P-OB-15.949,5
RP-T-2011-42,5
RP-P-1964-570,5
RP-P-2009-3515,5
RP-P-2009-2058,5
RP-P-2009-4119,5
RP-P-1913-3488,5
BK-NM-12109,5
RP-P-OB-11.702,5
BK-1955-247-D,5
RP-P-1913-3436,5
RP-F-F17213,5
RP-P-OB-81.848,5
RP-T-2017-206-2,5
AK-RBK-16288-B,5
RP-F-2007-250-2,5
RP-P-OB-66.739,5
RP-T-2015-41-698,5
RP-P-OB-2960,5
RP-P-OB-66.615,5
RP-F-2011-75-46,5
RP-T-2010-43-250,5
RP-P-BI-6518,5
RP-P-OB-35.594,5
RP-P-1905-3182,5
RP-P-OB-87.026,5
RP-F-2000-11-245,5
RP-P-OB-70.850,5
BK-NM-3560,5
RP-P-1964-2851,5
RP-P-1916-414A,5
RP-P-1907-369,5
BK-1971-195-C,5
RP-P-OB-81.866,5
RP-P-H-H-1037,5
RP-P-2009-3163,5
RP-P-OB-2582,5
RP-T-1914-17-284,5
BK-1955-430-A,5
BK-1955-430-F,5
RP-P-2003-395,5
RP-P-1884-A-7717,5
RP-P-2008-461,5
BK-NM-12006-6,5
RP-P-1878-A-1613,5
RP-P-1931-2261,5
RP-P-2009-2220,5
RP-P-2015-26-1660,5
RP-P-OB-11.548,5
RP-P-1913-3483,5
RP-P-BI-1259,5
RP-P-1894-A-18582A,5
RP-P-1906-3220,5
RP-P-2009-2914,5
RP-F-F01156-BA,5
RP-P-2009-3007,5
RP-T-2008-257,5
RP-P-1921-2026,5
RP-P-AO-12-1A-1,5
RP-P-OB-83.931,5
RP-P-1911-3236,5
RP-P-2009-1625,5
RP-P-1911-531,5
RP-T-1921-429,5
RP-F-F01017-A,5
RP-T-2009-104(R),5
RP-T-2000-66,5
RP-P-OB-10.527,5
RP-P-1878-A-1656,5
RP-P-OB-6061,5
RP-T-1969-884-70(R),5
RP-P-1905-1322,5
RP-P-OB-103.617,5
RP-P-2015-26-198,5
RP-P-1936-819,5
RP-P-OB-51.156,5
RP-P-2017-4267,5
RP-P-2001-231,5
RP-P-1908-3770,5
RP-P-2009-3179,5
RP-F-1998-7-27,5
RP-P-1958-464,5
RP-P-OB-32.910,5
RP-P-1929-266,5
RP-P-1944-2515,5
RP-P-OB-22.924,5
RP-F-2009-31-32,5
RP-P-OB-8418,5
RP-P-OB-81.267,5
RP-P-1913-4563,5
RP-F-2007-191-114,5
RP-P-1904-911,5
RP-P-OB-19.531,5
BI-1974-315-8,5
RP-P-2015-26-1944,5
RP-P-OB-7399,5
RP-P-BI-6502X,5
RP-P-2018-1802-17,5
RP-P-OB-15.463,5
BI-B-FM-026-25,5
RP-F-2007-191-137-1,5
BK-NM-3077,5
RP-P-OB-73.335,5
RP-P-OB-50.920,5
NG-MC-1889-31,5
RP-P-1888-A-12642,5
RP-F-2008-59-36,5
RP-P-BI-950,5
RP-P-1989-202,5
BI-1966-1051-6-12,5
RP-F-2007-191-88,5
HA-0030724,5
RP-P-2017-6097,5
RP-P-1963-148,5
RP-F-2013-91-5,5
RP-P-2009-4210-1,5
RP-P-1907-4476,5
RP-P-1882-A-6709,5
RP-P-1904-86,5
RP-P-OB-81.461C,5
RP-P-1939-632,5
RP-P-AO-10-18A-3,5
RP-P-OB-28.745,5
RP-T-BR-2017-1-12-70,5
RP-P-BI-7314B,5
RP-P-1890-A-15310,5
SK-A-4058,5
RP-P-1992-398,5
RP-P-1982-368,5
BK-1966-47,5
SK-A-3791,5
NG-2011-31-12,5
RP-P-OB-61.730,5
AK-RAK-2007-11,5
RP-P-1966-230,5
RP-P-1944-79,5
RP-T-1907-33,5
NG-1978-108-54,5
RP-P-BI-7274,5
RP-F-00-8377,5
NG-1999-6-37,5
RP-P-OB-36.299,5
RP-P-1949-397C,5
RP-P-1908-2328,5
BI-F-1921-317-61,5
RP-P-1884-A-7711,5
RP-P-2009-1978-11,5
RP-T-1924-88,5
RP-P-OB-103.657,5
RP-P-H-H-1155,5
BI-1897-387-C-24(R),5
RP-P-OB-78.988,5
NG-2011-31-6,5
RP-P-1907-4514,5
RP-P-1882-A-5393,5
BK-NM-858,5
RP-P-2018-1802-20,5
RP-F-F04664,5
RP-F-F01010-DG,5
RP-P-1988-331,5
RP-P-1991-74,5
RP-P-OB-51.490,5
RP-T-FM-96,5
RP-P-1998-540,5
NG-NM-12126,5
RP-F-2002-105-14-1,5
RP-P-2016-1156,5
RP-P-2009-1961-12,5
BK-KOG-2654-B,5
RP-T-1926-115,5
RP-P-2009-2252,5
RP-P-OB-103.552,5
RP-P-BI-2610,5
RP-P-OB-51.205,5
RP-P-OB-20.871,5
RP-P-OB-12.007,5
RP-P-OB-39.649,5
RP-P-1882-A-5130,5
BI-B-FM-002-5,5
RP-P-1937-2140,5
RP-F-00-6915,5
RP-P-2009-1963-7,5
RP-P-OB-73.582,5
RP-P-OB-36.167,5
RP-P-OB-9418B,5
RP-P-OB-10.275,5
BK-1980-770-J,5
RP-P-OB-4481(R),5
RP-P-1937-1351,5
RP-P-OB-79.669,5
RP-P-OB-5896,5
RP-P-OB-80.581,5
AK-RBK-16295-B,5
RP-T-1888-A-1459,5
RP-P-OB-51.166,5
SK-A-680,5
RP-T-2015-41-253,5
RP-P-1912-313,5
RP-P-1904-1952,5
RP-P-1905-5837,5
RP-P-OB-78.897,5
RP-P-OB-81.290,5
RP-P-OB-70.245,5
RP-P-OB-2529,5
RP-P-OB-62.154,5
RP-T-00-1493,5
RP-P-2009-2934,5
RP-P-1886-A-11208,5
RP-P-OB-62.262,5
RP-T-1993-124(V),5
RP-P-OB-102.280,5
RP-F-1995-45(V),5
RP-P-OB-62.119,5
RP-P-BI-2813,5
RP-P-OB-6859,5
RP-F-F16347,5
RP-P-OB-34.445,5
RP-F-F10529,5
BK-NM-611,5
RP-F-F00929-J,5
BK-17189,5
RP-P-1961-659,5
RP-P-OB-51.324,5
RP-T-1963-10,5
RP-T-1997-8-42(V),5
RP-P-1921-351,5
RP-P-OB-83.680,5
RP-P-1937-499,5
RP-P-1906-1914,5
RP-T-1888-A-1692,5
RP-F-2011-75-48,5
RP-F-F16282,5
RP-P-1960-12B-12,5
BK-NM-3457,5
RP-F-F00287,5
RP-P-2007-217,5
RP-F-00-5360-159,5
RP-T-1905-4,5
RP-F-00-5346-109,5
RP-F-F15863-J,5
RP-P-OB-85.768,5
RP-T-1918-330,5
RP-F-F14715-B,5
RP-P-1904-3476,5
NG-2011-18-1-1,5
RP-P-2009-2606,5
BI-2010-1642-42,5
RP-P-OB-1607,5
RP-P-OB-21.039,5
RP-P-OB-44.260,5
RP-P-1905-4063,5
RP-F-2001-7-996-8,5
RP-P-2014-37-2,5
BK-1966-8,5
RP-P-2009-3180,5
RP-P-OB-51.998,5
RP-F-2001-7-489-11,5
RP-P-1964-4600,5
RP-P-OB-80.463,5
RP-P-1978-18,5
RP-T-00-490-0,5
RP-P-OB-80.461,5
RP-P-1910-3030,5
RP-P-OB-7418,5
RP-F-F15858-J,5
RP-P-1910-3026,5
RP-P-2009-2605,5
RP-P-OB-39.192,5
RP-P-1964-3687,5
NG-1994-65-2-38-2,5
RP-P-OB-81.274,5
RP-P-2009-2634,5
RP-F-F01025-CF,5
RP-P-OB-6253,5
BK-1973-208-G,5
RP-F-F01162-AF,5
RP-P-1956-668,5
RP-F-2005-107-501,5
RP-T-1885-A-474,5
RP-T-1911-10,5
BK-BR-J-104-E,5
RP-P-OB-20.569,5
RP-P-1898-A-20257,5
RP-P-OB-80.228,5
RP-F-F00835-G,5
RP-P-1980-75,5
BK-NM-14367-25,5
BK-NM-12400-403,5
RP-T-1940-573,5
RP-P-1993-21,5
RP-F-F01162-AI,5
NG-1985-9-6,5
NG-1994-65-2-19-2,5
RP-T-00-3229,5
RP-T-2015-41-3082,5
AK-MAK-41,5
RP-P-2009-1603,5
RP-P-OB-78.483,5
RP-P-OB-61.234,5
RP-P-OB-11.704,5
NG-2007-5-144,5
RP-P-1894-A-18258,5
RP-P-OB-79.162,5
RP-F-2007-191-80,5
BK-17372-B,5
RP-T-1890-A-2297,5
RP-P-AO-15-45,5
RP-F-F02775,5
RP-F-1999-183,5
RP-T-BR-2017-1-3-14,5
RP-F-2001-17-12-106,5
RP-F-F00644,5
RP-P-1892-A-17231,5
SK-A-3808,5
RP-T-1984-70,5
RP-F-F01170-H,5
RP-P-1961-31,5
RP-P-OB-40.145,5
